url,file_path,page_type,h1,title,description,material,grade,form,city,state,country,canonical,schema_types,notes
https://rubinoxmetal.com/materials/aluminium-7075-supplier-india.html,materials/aluminium-7075-supplier-india.html,grade/material detail page,Aluminium 7075 Supplier in India,Aluminium 7075 Supplier in India | High Strength Alloy,"Aluminium 7075 supplier in India for high-strength plates, sheets, bars and rods in T6/T651 temper for engineering RFQs.",Aluminium,Aluminium 7075,sheets | plates | bars | rods,,,,https://rubinoxmetal.com/materials/aluminium-7075-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/aluminium-5083-supplier-india.html,materials/aluminium-5083-supplier-india.html,grade/material detail page,Aluminium 5083 Supplier in India,Aluminium 5083 Supplier in India | Marine Plates,"Aluminium 5083 supplier in India for marine plates, sheets and fabrication requirements in H111/H116/H321 temper with RFQ support.",Aluminium,Aluminium 5083,sheets | plates,,,,https://rubinoxmetal.com/materials/aluminium-5083-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/aluminium-5052-supplier-india.html,materials/aluminium-5052-supplier-india.html,grade/material detail page,Aluminium 5052 Supplier in India,Aluminium 5052 Supplier in India | Sheet & Plate,"Aluminium 5052 supplier in India for sheets, plates, coils and formed fabrication requirements in H32/H34 temper with RFQ support.",Aluminium,Aluminium 5052,sheets | plates | coils,,,,https://rubinoxmetal.com/materials/aluminium-5052-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/aluminium-6082-supplier-india.html,materials/aluminium-6082-supplier-india.html,grade/material detail page,Aluminium 6082 Supplier in India,Aluminium 6082 Supplier in India | Structural Alloy,"Aluminium 6082 supplier in India for structural plates, bars, rods, tubes, sections and profiles with RFQ support for temper, standards and documentation.",Aluminium,Aluminium 6082,tubes | plates | bars | rods,,,,https://rubinoxmetal.com/materials/aluminium-6082-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/copper.html,materials/copper.html,material family page,"Copper C101, C110 & C122 Supplier in India","Copper Supplier in India | C101, C110 & C122 | Rubinox","Copper supplier for C101, C110 and C122 sheets, plates, pipes, tubes, bars and coils with PAN India supply and export support.",Copper,Copper C101,pipes | tubes | sheets | plates | coils | bars,,,,https://rubinoxmetal.com/materials/copper.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/copper-c101-supplier-india.html,materials/copper-c101-supplier-india.html,grade/material detail page,Copper C101 Supplier in India,Copper C101 Supplier in India | OFE Copper,"Copper C101 supplier in India for oxygen-free copper sheets, plates, rods, bars, strips, busbars and electrical RFQs.",Copper,Copper C101,sheets | plates | bars | rods,,,,https://rubinoxmetal.com/materials/copper-c101-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/copper-c110-supplier-india.html,materials/copper-c110-supplier-india.html,grade/material detail page,Copper C110 Supplier in India,Copper C110 Supplier in India | ETP Copper,"Copper C110 supplier in India for ETP copper sheets, plates, busbars, rods, bars, pipes, tubes and electrical applications.",Copper,Copper C110,pipes | tubes | sheets | plates | bars | rods,,,,https://rubinoxmetal.com/materials/copper-c110-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/copper-c122-supplier-india.html,materials/copper-c122-supplier-india.html,grade/material detail page,Copper C122 Supplier in India,Copper C122 Supplier in India | DHP Copper,"Copper C122 supplier in India for DHP copper tubes, pipes, sheets, coils and heat exchanger or plumbing RFQs.",Copper,Copper C122,pipes | tubes | sheets | coils,,,,https://rubinoxmetal.com/materials/copper-c122-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/copper-c145-supplier-india.html,materials/copper-c145-supplier-india.html,grade/material detail page,Copper C145 Supplier in India,Copper C145 Supplier in India | Tellurium Copper,"Copper C145 supplier in India for tellurium copper rods, bars, plates and machined electrical component RFQs.",Copper,Copper C145,plates | bars | rods,,,,https://rubinoxmetal.com/materials/copper-c145-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/copper-c172-supplier-india.html,materials/copper-c172-supplier-india.html,grade/material detail page,Copper C172 Supplier in India,Copper C172 Supplier in India | Beryllium Copper,"Copper C172 supplier in India for beryllium copper rods, bars, strips, sheets and high-strength spring or contact RFQs.",Copper,Copper C172,sheets | bars | rods,,,,https://rubinoxmetal.com/materials/copper-c172-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/brass.html,materials/brass.html,material family page,"Brass C260, C360 & C464 Supplier in India","Brass Supplier in India | C260, C360 & C464 | Rubinox","Brass supplier for C260, C360 and C464 rods, sheets, plates, pipes, tubes and fittings with PAN India delivery and export support.",Brass,Brass C260,pipes | tubes | sheets | plates | rods | fittings,,,,https://rubinoxmetal.com/materials/brass.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/brass-c260-supplier-india.html,materials/brass-c260-supplier-india.html,grade/material detail page,Brass C260 Supplier in India,Brass C260 Supplier in India | Cartridge Brass,"Brass C260 supplier in India for cartridge brass sheets, strips, plates, coils and formed component RFQs.",Brass,Brass C260,sheets | plates | coils,,,,https://rubinoxmetal.com/materials/brass-c260-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/brass-c360-supplier-india.html,materials/brass-c360-supplier-india.html,grade/material detail page,Brass C360 Supplier in India,Brass C360 Supplier in India | Free Cutting Brass,"Brass C360 supplier in India for free cutting brass rods, bars, hex bars, flats and precision machined component RFQs.",Brass,Brass C360,bars | rods | flats,,,,https://rubinoxmetal.com/materials/brass-c360-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/brass-c464-supplier-india.html,materials/brass-c464-supplier-india.html,grade/material detail page,Brass C464 Supplier in India,Brass C464 Supplier in India | Naval Brass,"Brass C464 supplier in India for naval brass rods, bars, plates, sheets, tubes and marine hardware RFQs.",Brass,Brass C464,tubes | sheets | plates | bars | rods,,,,https://rubinoxmetal.com/materials/brass-c464-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/brass-c280-supplier-india.html,materials/brass-c280-supplier-india.html,grade/material detail page,Brass C280 Supplier in India,Brass C280 Supplier in India | Muntz Brass,"Brass C280 supplier in India for Muntz brass sheets, plates, rods and fabrication component RFQs.",Brass,Brass C280,sheets | plates | rods,,,,https://rubinoxmetal.com/materials/brass-c280-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/brass-c385-supplier-india.html,materials/brass-c385-supplier-india.html,grade/material detail page,Brass C385 Supplier in India,Brass C385 Supplier in India | Architectural Brass,"Brass C385 supplier in India for architectural brass rods, bars, profiles, shapes and machined hardware RFQs.",Brass,Brass C385,bars | rods,,,,https://rubinoxmetal.com/materials/brass-c385-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/carbon-steel.html,materials/carbon-steel.html,material family page,"Carbon Steel A36, 1018, 1045 & A516 Gr 70 Supplier in India","Carbon Steel Supplier India | Plates, Pipes & Bars","Carbon steel supplier for A36, 1018, 1045 and A516 Grade 70 plates, pipes, sheets and bars with PAN India project supply.",Carbon Steel,,pipes | sheets | plates | bars,,,,https://rubinoxmetal.com/materials/carbon-steel.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/carbon-steel-a36-supplier-india.html,materials/carbon-steel-a36-supplier-india.html,grade/material detail page,ASTM A36 Carbon Steel Supplier in India,ASTM A36 Carbon Steel Supplier India | Plates & Structural Steel,"ASTM A36 carbon steel supplier in India for plates, sheets, angles, channels, flats and structural fabrication RFQs with documentation support.",Carbon Steel,,sheets | plates | flats | angles | channels,,,,https://rubinoxmetal.com/materials/carbon-steel-a36-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/carbon-steel-1018-supplier-india.html,materials/carbon-steel-1018-supplier-india.html,grade/material detail page,Carbon Steel 1018 Supplier in India,"Carbon Steel 1018 Supplier India | Bars, Rods & Machining Steel","Carbon Steel 1018 supplier in India for bars, rods, flats, squares and machining requirements with RFQ support for size, tolerance and documentation.",Carbon Steel,,bars | rods | flats,,,,https://rubinoxmetal.com/materials/carbon-steel-1018-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/carbon-steel-1045-supplier-india.html,materials/carbon-steel-1045-supplier-india.html,grade/material detail page,Carbon Steel 1045 Supplier in India,"Carbon Steel 1045 Supplier India | Shafts, Bars & Rods","Carbon Steel 1045 supplier in India for round bars, rods, shafts, flats and higher-strength machining components with RFQ and documentation support.",Carbon Steel,,round bars | bars | rods | flats,,,,https://rubinoxmetal.com/materials/carbon-steel-1045-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/carbon-steel-a516-grade-70-supplier-india.html,materials/carbon-steel-a516-grade-70-supplier-india.html,grade/material detail page,ASTM A516 Grade 70 Supplier in India,ASTM A516 Grade 70 Supplier India | Carbon Steel Pressure Vessel Plate,"ASTM A516 Grade 70 carbon steel plate supplier in India for pressure vessel, boiler and tank fabrication RFQs with documentation and inspection support where applicable.",Carbon Steel,,plates,,,,https://rubinoxmetal.com/materials/carbon-steel-a516-grade-70-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/mild-steel.html,materials/mild-steel.html,material family page,"Mild Steel A36, A500, 1018, 1020, S235 & S355 Supplier in India","Mild Steel Supplier India | Plates, Pipes & Bars","Mild steel supplier for A36, A500, 1018, 1020, S235 and S355 plates, pipes, sheets, bars and structural products across India.",Carbon Steel | Mild Steel,,pipes | sheets | plates | bars,,,,https://rubinoxmetal.com/materials/mild-steel.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/nickel-alloys.html,materials/nickel-alloys.html,material family page,Nickel Alloys Supplier in India,"Nickel Alloy Supplier in India | Inconel, Monel & Hastelloy","Nickel alloy supplier for Inconel, Monel, Hastelloy, Incoloy and Nickel 200/201 pipes, plates, bars, flanges and fittings across India.",Nickel Alloys,Nickel 200,pipes | plates | bars | flanges | fittings,,,,https://rubinoxmetal.com/materials/nickel-alloys.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/inconel-600-supplier-india.html,materials/inconel-600-supplier-india.html,grade/material detail page,Inconel 600 Supplier in India,Inconel 600 Supplier in India | Rubinox,"Rubinox supplies Inconel 600 and Alloy 600 pipes, tubes, sheets, plates, coils across India, with export support, MTC documentation and fast quotations.",Nickel Alloys,Inconel 600,pipes | tubes | sheets | plates | coils,,,,https://rubinoxmetal.com/materials/inconel-600-supplier-india.html,WebPage | BreadcrumbList | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/inconel-625-supplier-india.html,materials/inconel-625-supplier-india.html,grade/material detail page,Inconel 625 Supplier in India,Inconel 625 Supplier in India | Rubinox,"Rubinox supplies Inconel 625 and Alloy 625 pipes, tubes, sheets, plates, coils across India, with export support, MTC documentation and fast quotations.",Nickel Alloys,Inconel 625,pipes | tubes | sheets | plates | coils,,,,https://rubinoxmetal.com/materials/inconel-625-supplier-india.html,WebPage | BreadcrumbList | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/inconel-718-supplier-india.html,materials/inconel-718-supplier-india.html,grade/material detail page,Inconel 718 Supplier in India,Inconel 718 Supplier in India | Rubinox,"Rubinox supplies Inconel 718 and Alloy 718 round bars, rods, plates, sheets, pipes across India, with export support, MTC documentation and fast quotations.",Nickel Alloys,Inconel 718,pipes | sheets | plates | round bars | bars | rods,,,,https://rubinoxmetal.com/materials/inconel-718-supplier-india.html,WebPage | BreadcrumbList | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/monel-400-supplier-india.html,materials/monel-400-supplier-india.html,grade/material detail page,Monel 400 Supplier in India,"Monel 400 Supplier in India | Alloy 400 Pipes, Plates, Bars","Rubinox supplies Monel 400 and Alloy 400 pipes, tubes, sheets, plates, coils across India, with export support, MTC documentation and fast quotations.",Nickel Alloys,Monel 400,pipes | tubes | sheets | plates | coils | bars,,,,https://rubinoxmetal.com/materials/monel-400-supplier-india.html,WebPage | BreadcrumbList | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/monel-k-500-supplier-india.html,materials/monel-k-500-supplier-india.html,grade/material detail page,Monel K-500 Supplier in India,Monel K-500 Supplier in India | Rubinox,"Rubinox supplies Monel K-500 and Alloy K-500 round bars, rods, sheets, plates, pipes across India, with export support, MTC documentation and fast quotations.",Nickel Alloys,Monel K500,pipes | sheets | plates | round bars | bars | rods,,,,https://rubinoxmetal.com/materials/monel-k-500-supplier-india.html,WebPage | BreadcrumbList | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/hastelloy-b-2-supplier-india.html,materials/hastelloy-b-2-supplier-india.html,grade/material detail page,Hastelloy B-2 Supplier in India,Hastelloy B-2 Supplier in India | Rubinox,"Rubinox supplies Hastelloy B-2 and Alloy B2 pipes, tubes, sheets, plates, round bars across India, with export support, MTC documentation and fast quotations.",Nickel Alloys,Hastelloy B2,pipes | tubes | sheets | plates | round bars | bars,,,,https://rubinoxmetal.com/materials/hastelloy-b-2-supplier-india.html,WebPage | BreadcrumbList | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/hastelloy-b-3-supplier-india.html,materials/hastelloy-b-3-supplier-india.html,grade/material detail page,Hastelloy B-3 Supplier in India,Hastelloy B-3 Supplier in India | Rubinox,"Rubinox supplies Hastelloy B-3 and Alloy B3 pipes, tubes, sheets, plates, bars across India, with export support, MTC documentation and fast quotations.",Nickel Alloys,Hastelloy B3,pipes | tubes | sheets | plates | bars,,,,https://rubinoxmetal.com/materials/hastelloy-b-3-supplier-india.html,WebPage | BreadcrumbList | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/hastelloy-c-4-supplier-india.html,materials/hastelloy-c-4-supplier-india.html,grade/material detail page,Hastelloy C-4 Supplier in India,Hastelloy C-4 Supplier in India | Rubinox,"Rubinox supplies Hastelloy C-4 and Alloy C4 pipes, tubes, sheets, plates, bars across India, with export support, MTC documentation and fast quotations.",Nickel Alloys,Hastelloy C-4,pipes | tubes | sheets | plates | bars,,,,https://rubinoxmetal.com/materials/hastelloy-c-4-supplier-india.html,WebPage | BreadcrumbList | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/hastelloy-c-22-supplier-india.html,materials/hastelloy-c-22-supplier-india.html,grade/material detail page,Hastelloy C-22 Supplier in India,Hastelloy C-22 Supplier in India | Rubinox,"Rubinox supplies Hastelloy C-22 and Alloy C22 pipes, tubes, sheets, plates, round bars across India, with export support, MTC documentation and fast quotations.",Nickel Alloys,Hastelloy C22,pipes | tubes | sheets | plates | round bars | bars,,,,https://rubinoxmetal.com/materials/hastelloy-c-22-supplier-india.html,WebPage | BreadcrumbList | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/hastelloy-c-276-supplier-india.html,materials/hastelloy-c-276-supplier-india.html,grade/material detail page,Hastelloy C-276 Supplier in India,Hastelloy C-276 Supplier in India | Rubinox,"Rubinox supplies Hastelloy C-276 and Alloy C276 pipes, tubes, sheets, plates across India, with export support, MTC documentation and fast quotations.",Nickel Alloys,Hastelloy C276,pipes | tubes | sheets | plates,,,,https://rubinoxmetal.com/materials/hastelloy-c-276-supplier-india.html,WebPage | BreadcrumbList | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/hastelloy-x-supplier-india.html,materials/hastelloy-x-supplier-india.html,grade/material detail page,Hastelloy X Supplier in India,Hastelloy X Supplier in India | Rubinox,"Rubinox supplies Hastelloy X and Alloy X sheets, plates, tubes, pipes, bars, rings across India, with export support, MTC documentation and fast quotations.",Nickel Alloys,Hastelloy X,pipes | tubes | sheets | plates | bars,,,,https://rubinoxmetal.com/materials/hastelloy-x-supplier-india.html,WebPage | BreadcrumbList | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/incoloy-800-supplier-india.html,materials/incoloy-800-supplier-india.html,grade/material detail page,Incoloy 800 Supplier in India,Incoloy 800 Supplier in India | Rubinox,"Rubinox supplies Incoloy 800 and Alloy 800 pipes, tubes, heat exchanger tubes, sheets across India, with export support, MTC documentation and fast quotations.",Nickel Alloys,Incoloy 800,pipes | tubes | sheets,,,,https://rubinoxmetal.com/materials/incoloy-800-supplier-india.html,WebPage | BreadcrumbList | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/incoloy-825-supplier-india.html,materials/incoloy-825-supplier-india.html,grade/material detail page,Incoloy 825 Supplier in India,Incoloy 825 Supplier in India | Rubinox,"Rubinox supplies Incoloy 825 and Alloy 825 pipes, tubes, sheets, plates, round bars across India, with export support, MTC documentation and fast quotations.",Nickel Alloys,Incoloy 825,pipes | tubes | sheets | plates | round bars | bars,,,,https://rubinoxmetal.com/materials/incoloy-825-supplier-india.html,WebPage | BreadcrumbList | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/nickel-200-supplier-india.html,materials/nickel-200-supplier-india.html,grade/material detail page,Nickel 200 Supplier in India,Nickel 200 Supplier in India | Rubinox,"Rubinox supplies Nickel 200 commercially pure nickel pipes, tubes, sheets, plates across India, with export support, MTC documentation and fast quotations.",Nickel Alloys,Nickel 200,pipes | tubes | sheets | plates,,,,https://rubinoxmetal.com/materials/nickel-200-supplier-india.html,WebPage | BreadcrumbList | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/nickel-201-supplier-india.html,materials/nickel-201-supplier-india.html,grade/material detail page,Nickel 201 Supplier in India,Nickel 201 Supplier in India | Rubinox,"Rubinox supplies Nickel 201 low carbon commercially pure nickel pipes, tubes, sheets across India, with export support, MTC documentation and fast quotations.",Nickel Alloys,Nickel 201,pipes | tubes | sheets,,,,https://rubinoxmetal.com/materials/nickel-201-supplier-india.html,WebPage | BreadcrumbList | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/duplex-super-duplex.html,materials/duplex-super-duplex.html,material family page,Duplex 2205 & Super Duplex 2507 Supplier in India,Duplex & Super Duplex Steel Supplier in India | Rubinox,"Duplex 2205 and Super Duplex 2507 supplier for pipes, plates, sheets, bars, flanges and fittings with PAN India project delivery.",Duplex & Super Duplex,Duplex 2205 | Super Duplex 2507,pipes | sheets | plates | bars | flanges | fittings,,,,https://rubinoxmetal.com/materials/duplex-super-duplex.html,WebPage | BreadcrumbList | Product | FAQPage,Existing public page in sitemap.
https://rubinoxmetal.com/materials/smo-254.html,materials/smo-254.html,material family page,SMO 254 (UNS S31254 / 6Mo) Supplier in India,SMO 254 Supplier in India | UNS S31254 / 6Mo | Rubinox,"SMO 254 and UNS S31254 supplier for pipes, plates, sheets, bars, flanges and fittings for chloride and seawater service.",SMO 254,,pipes | sheets | plates | bars | flanges | fittings,,,,https://rubinoxmetal.com/materials/smo-254.html,WebPage | BreadcrumbList | Product | FAQPage,Existing public page in sitemap.
https://rubinoxmetal.com/materials/titanium.html,materials/titanium.html,material family page,"Titanium Grade 1, 2 & Grade 5 Supplier in India","Titanium Supplier India | Grades 1, 2, 5 & 23 | Rubinox","Titanium supplier for Grades 1, 2, 5 and 23 sheets, plates, pipes, tubes and bars with PAN India delivery and export support.",Titanium,Titanium Grade 1,pipes | tubes | sheets | plates | bars,,,,https://rubinoxmetal.com/materials/titanium.html,WebPage | BreadcrumbList | Product | FAQPage,Existing public page in sitemap.
https://rubinoxmetal.com/materials/titanium-grade-1-supplier-india.html,materials/titanium-grade-1-supplier-india.html,grade/material detail page,Titanium Grade 1 Supplier in India,Titanium Grade 1 Supplier in India | Rubinox,"Rubinox supplies Titanium Grade 1 sheets, plates, strips, tubes, pipes, bars, rods across India, with export support, MTC documentation and fast quotations.",Titanium,Titanium Grade 1,pipes | tubes | sheets | plates | bars | rods,,,,https://rubinoxmetal.com/materials/titanium-grade-1-supplier-india.html,WebPage | BreadcrumbList | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/titanium-grade-2-supplier-india.html,materials/titanium-grade-2-supplier-india.html,grade/material detail page,Titanium Grade 2 Supplier in India,Titanium Grade 2 Supplier in India | Rubinox,"Rubinox supplies Titanium Grade 2 pipes, tubes, sheets, plates, round bars, rods across India, with export support, MTC documentation and fast quotations.",Titanium,Titanium Grade 2,pipes | tubes | sheets | plates | round bars | bars | rods,,,,https://rubinoxmetal.com/materials/titanium-grade-2-supplier-india.html,WebPage | BreadcrumbList | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/titanium-grade-5-supplier-india.html,materials/titanium-grade-5-supplier-india.html,grade/material detail page,Titanium Grade 5 Supplier in India,Titanium Grade 5 Supplier in India | Rubinox,"Rubinox supplies Titanium Grade 5 Ti-6Al-4V round bars, rods, sheets, plates, tubes across India, with export support, MTC documentation and fast quotations.",Titanium,Titanium Grade 5,tubes | sheets | plates | round bars | bars | rods,,,,https://rubinoxmetal.com/materials/titanium-grade-5-supplier-india.html,WebPage | BreadcrumbList | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/titanium-grade-23-supplier-india.html,materials/titanium-grade-23-supplier-india.html,grade/material detail page,Titanium Grade 23 Supplier in India,Titanium Grade 23 Supplier in India | Rubinox,"Rubinox supplies Titanium Grade 23 Ti-6Al-4V ELI bars, rods, sheets, plates, tubes across India, with export support, MTC documentation and fast quotations.",Titanium,Titanium Grade 23,tubes | sheets | plates | bars | rods,,,,https://rubinoxmetal.com/materials/titanium-grade-23-supplier-india.html,WebPage | BreadcrumbList | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/mild-steel-a500-supplier-india.html,materials/mild-steel-a500-supplier-india.html,grade/material detail page,ASTM A500 Mild Steel Supplier in India,ASTM A500 Mild Steel Supplier India | Structural Hollow Sections,"ASTM A500 mild steel supplier in India for structural hollow sections, square tubes, rectangular tubes and round HSS RFQs with documentation support.",Mild Steel | High Speed Steel,,tubes,,,,https://rubinoxmetal.com/materials/mild-steel-a500-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/mild-steel-a513-supplier-india.html,materials/mild-steel-a513-supplier-india.html,grade/material detail page,ASTM A513 Mild Steel Supplier in India,ASTM A513 Mild Steel Supplier India | Mechanical Tubing,"ASTM A513 mild steel supplier in India for mechanical tubing, ERW tube and fabrication tube RFQs with size, tolerance and documentation guidance.",Mild Steel,,tubes,,,,https://rubinoxmetal.com/materials/mild-steel-a513-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/mild-steel-1020-supplier-india.html,materials/mild-steel-1020-supplier-india.html,grade/material detail page,Mild Steel 1020 Supplier in India,"Mild Steel 1020 Supplier India | Bars, Rods & Engineering Steel","Mild Steel 1020 supplier in India for bars, rods, flats, machined blanks and general engineering RFQs with documentation and size guidance.",Mild Steel,,bars | rods | flats,,,,https://rubinoxmetal.com/materials/mild-steel-1020-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/mild-steel-is-2062-supplier-india.html,materials/mild-steel-is-2062-supplier-india.html,grade/material detail page,IS 2062 Mild Steel Supplier in India,IS 2062 Mild Steel Supplier India | Structural Plates & Sections,"IS 2062 mild steel supplier in India for structural plates, sheets, flats, angles, channels and project fabrication RFQs with documentation support.",Mild Steel,IS 2062,sheets | plates | flats | angles | channels,,,,https://rubinoxmetal.com/materials/mild-steel-is-2062-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/mild-steel-s235-supplier-india.html,materials/mild-steel-s235-supplier-india.html,grade/material detail page,EN S235 Mild Steel Supplier in India,EN S235 Mild Steel Supplier India | Structural Plates & Sections,"EN S235 mild steel supplier in India for structural plates, sheets, sections, angles, channels and fabrication RFQs with standard guidance.",Mild Steel,,sheets | plates | angles | channels,,,,https://rubinoxmetal.com/materials/mild-steel-s235-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/mild-steel-s275-supplier-india.html,materials/mild-steel-s275-supplier-india.html,grade/material detail page,EN S275 Mild Steel Supplier in India,EN S275 Mild Steel Supplier India | Structural Plates & Sections,"EN S275 mild steel supplier in India for structural plates, sheets, sections, angles, channels and fabrication RFQs with documentation support.",Mild Steel,,sheets | plates | angles | channels,,,,https://rubinoxmetal.com/materials/mild-steel-s275-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/mild-steel-s355-supplier-india.html,materials/mild-steel-s355-supplier-india.html,grade/material detail page,EN S355 Mild Steel Supplier in India,EN S355 Mild Steel Supplier India | Higher Strength Structural Steel,"EN S355 mild steel supplier in India for higher-strength structural plates, sections, angles, channels and fabrication RFQs with documentation support.",Mild Steel,,plates | angles | channels,,,,https://rubinoxmetal.com/materials/mild-steel-s355-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/phosphor-bronze-c510-supplier-india.html,materials/phosphor-bronze-c510-supplier-india.html,grade/material detail page,Phosphor Bronze C510 Supplier in India,Phosphor Bronze C510 Supplier in India | Spring Grade,"Phosphor Bronze C510 supplier in India for sheets, strips, coils, rods and spring or electrical contact RFQs.",Phosphor Bronze,Phosphor Bronze C510,sheets | coils | rods,,,,https://rubinoxmetal.com/materials/phosphor-bronze-c510-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/phosphor-bronze-c521-supplier-india.html,materials/phosphor-bronze-c521-supplier-india.html,grade/material detail page,Phosphor Bronze C521 Supplier in India,Phosphor Bronze C521 Supplier in India | High Strength,"Phosphor Bronze C521 supplier in India for high-strength strips, sheets, coils, rods and spring component RFQs.",Phosphor Bronze,Phosphor Bronze C521,sheets | coils | rods,,,,https://rubinoxmetal.com/materials/phosphor-bronze-c521-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/phosphor-bronze-c544-supplier-india.html,materials/phosphor-bronze-c544-supplier-india.html,grade/material detail page,Phosphor Bronze C544 Supplier in India,Phosphor Bronze C544 Supplier in India | Free Cutting,"Phosphor Bronze C544 supplier in India for free-cutting rods, bars, bushings, bearings and machined component RFQs.",Phosphor Bronze,Phosphor Bronze C544,bars | rods,,,,https://rubinoxmetal.com/materials/phosphor-bronze-c544-supplier-india.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
https://rubinoxmetal.com/materials/phosphor-bronze.html,materials/phosphor-bronze.html,material family page,Phosphor Bronze Supplier in India,"Phosphor Bronze Supplier in India | C510, C521 & C544","Phosphor bronze supplier for C510, C521 and C544 sheets, strips, coils, rods and bars with PAN India supply and export support.",Phosphor Bronze,,sheets | coils | bars | rods,,,,https://rubinoxmetal.com/materials/phosphor-bronze.html,WebPage | BreadcrumbList | FAQPage | Product,Existing public page in sitemap.
