url,file_path,title,title_length,h1,h1_count,description,description_length,canonical,canonical_count,robots_meta,schema_types,status,issue,action
/export/netherlands.html,export/netherlands.html,Exporter from India for Netherlands RFQs | Rubinox,50,Industrial Metal Exporter from India for Netherlands Enquiries,1,"Rubinox supports Netherlands export RFQs from India for stainless steel, duplex steel, nickel alloys, carbon steel and non-ferrous metals with packing and documentation review where applicable.",193,https://rubinoxmetal.com/export/netherlands.html,1,"index,follow",WebPage|WebSite|Organization|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,description_length_review,none
/export/australia.html,export/australia.html,Industrial Metal Exporter from India for Australia RFQs | Rubinox,65,Industrial Metal Exporter from India for Australia Enquiries,1,"Rubinox supports Australia export RFQs from India for stainless steel, duplex steel, nickel alloys, carbon steel and non-ferrous metals with packing and documentation review where applicable.",191,https://rubinoxmetal.com/export/australia.html,1,"index,follow",WebPage|WebSite|Organization|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,description_length_review,none
/materials/high-speed-steel.html,materials/high-speed-steel.html,"High Speed Steel Supplier in India | HSS M2, M35, M42",53,High Speed Steel Supplier in India,1,"High speed steel supplier for HSS M2, M35, M42 and T1 bars, flats, plates and tool steel blanks with RFQ and documentation support.",131,https://rubinoxmetal.com/materials/high-speed-steel.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue|FAQPage|Question|Answer,pass,,none
/materials/stainless-steel-channels-supplier-india.html,materials/stainless-steel-channels-supplier-india.html,Stainless Steel Channels Supplier in India | SS Channels,56,Stainless Steel Channels Supplier in India,1,"Stainless steel channels supplier for SS 304, 316 and 316L C channels and U channels with RFQ, MTC and project supply support.",126,https://rubinoxmetal.com/materials/stainless-steel-channels-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue|FAQPage|Question|Answer,pass,,none
/materials/stainless-steel-perforated-sheets-supplier-india.html,materials/stainless-steel-perforated-sheets-supplier-india.html,Stainless Steel Perforated Sheets Supplier India | Rubinox,58,Stainless Steel Perforated Sheets Supplier in India,1,"Stainless steel perforated sheets supplier for SS 304 and 316 sheets with round, square or slotted hole RFQ and documentation support.",134,https://rubinoxmetal.com/materials/stainless-steel-perforated-sheets-supplier-india.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|Product|Organization|PropertyValue|FAQPage|Question|Answer,pass,,none
/blog.html,blog.html,Rubinox Knowledge Hub | Metal Buyer Guides,42,Rubinox Metal Buyer Knowledge Hub,1,"Rubinox Metal and Alloys Knowledge Hub with buyer guides for stainless steel, duplex, nickel alloys, titanium, SMO 254, aluminium, RFQ documentation and export enquiries.",170,https://rubinoxmetal.com/blog.html,1,"index,follow",WebPage|BreadcrumbList|ListItem,pass,,none
/blog/stainless-steel-304-vs-316-vs-316l.html,blog/stainless-steel-304-vs-316-vs-316l.html,SS 304 vs 316 vs 316L Guide | Rubinox,37,SS 304 vs SS 316 vs SS 316L: Buyer Selection Guide,1,"Compare SS 304, SS 316 and SS 316L for industrial procurement, pharma, food, marine, fabrication and RFQ preparation.",117,https://rubinoxmetal.com/blog/stainless-steel-304-vs-316-vs-316l.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/duplex-2205-vs-super-duplex-2507.html,blog/duplex-2205-vs-super-duplex-2507.html,Duplex 2205 vs Super Duplex 2507 Guide | Rubinox,48,Duplex 2205 vs Super Duplex 2507: Which Grade Should Buyers Review?,1,"Compare Duplex 2205 and Super Duplex 2507 for chloride, marine, desalination, offshore and chemical RFQs.",105,https://rubinoxmetal.com/blog/duplex-2205-vs-super-duplex-2507.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/inconel-monel-hastelloy-selection-guide.html,blog/inconel-monel-hastelloy-selection-guide.html,Inconel vs Monel vs Hastelloy Guide | Rubinox,45,Inconel vs Monel vs Hastelloy: Nickel Alloy Selection Guide,1,"Review Inconel, Monel and Hastelloy alloy families for high-temperature, corrosion, marine, chemical and heat exchanger RFQs.",125,https://rubinoxmetal.com/blog/inconel-monel-hastelloy-selection-guide.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/titanium-grade-2-vs-grade-5.html,blog/titanium-grade-2-vs-grade-5.html,Titanium Grade 2 vs Grade 5 Guide | Rubinox,43,Titanium Grade 2 vs Grade 5: Industrial Buyer Guide,1,"Compare Titanium Grade 2 and Grade 5 for chemical, marine, aerospace, precision and medical-component RFQs with safe buyer guidance.",132,https://rubinoxmetal.com/blog/titanium-grade-2-vs-grade-5.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/smo-254-vs-904l-vs-316l.html,blog/smo-254-vs-904l-vs-316l.html,SMO 254 vs 904L vs 316L Guide | Rubinox,39,SMO 254 vs 904L vs 316L for Chloride Service,1,"Compare SMO 254, 904L and 316L for chloride, seawater, desalination, marine and process RFQs with buyer checklist guidance.",123,https://rubinoxmetal.com/blog/smo-254-vs-904l-vs-316l.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/metal-rfq-checklist-for-buyers.html,blog/metal-rfq-checklist-for-buyers.html,Metal RFQ Checklist for Buyers | Rubinox,40,Metal RFQ Checklist: What Buyers Should Share for a Faster Quote,1,"A practical metal RFQ checklist covering grade, form, standard, size, quantity, MTC, inspection and delivery location for procurement buyers.",141,https://rubinoxmetal.com/blog/metal-rfq-checklist-for-buyers.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/mtc-pmi-third-party-inspection-guide.html,blog/mtc-pmi-third-party-inspection-guide.html,MTC PMI Third Party Inspection Guide | Rubinox,46,"MTC, PMI and Third-Party Inspection: What Metal Buyers Should Know",1,"Understand MTC, PMI and third-party inspection terms for industrial metal RFQs, with documentation assistance guidance where applicable.",136,https://rubinoxmetal.com/blog/mtc-pmi-third-party-inspection-guide.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/stainless-steel-for-pharma-food-processing.html,blog/stainless-steel-for-pharma-food-processing.html,Stainless Steel for Pharma and Food | Rubinox,45,Stainless Steel for Pharma and Food Processing Equipment,1,"Review stainless steel grades and forms for pharma and food processing equipment RFQs, including SS 304, SS 316L, tubes, sheets and fittings.",141,https://rubinoxmetal.com/blog/stainless-steel-for-pharma-food-processing.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/metals-for-automotive-ev-components.html,blog/metals-for-automotive-ev-components.html,Metals for Automotive and EV Buyers | Rubinox,45,Metals for Automotive and EV Component Buyers,1,"Metal selection guide for automotive and EV component buyers reviewing aluminium, stainless steel, carbon steel, mild steel, copper, brass and phosphor bronze RFQs.",164,https://rubinoxmetal.com/blog/metals-for-automotive-ev-components.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/metals-for-chemical-petrochemical-industries.html,blog/metals-for-chemical-petrochemical-industries.html,Chemical Petrochemical Metal RFQ Guide | Rubinox,48,Metals for Chemical and Petrochemical Industry RFQs,1,"Procurement guide for chemical and petrochemical RFQs covering SS 316L, duplex, SMO 254, Hastelloy, Inconel, Monel and titanium.",128,https://rubinoxmetal.com/blog/metals-for-chemical-petrochemical-industries.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/marine-desalination-material-selection.html,blog/marine-desalination-material-selection.html,Marine Desalination Material Guide | Rubinox,44,"Material Selection for Marine, Offshore and Desalination Projects",1,"Review SS 316L, Duplex, Super Duplex, SMO 254, Monel, Inconel and Titanium for marine, offshore and desalination RFQs.",118,https://rubinoxmetal.com/blog/marine-desalination-material-selection.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/aluminium-6061-6063-7075-guide.html,blog/aluminium-6061-6063-7075-guide.html,Aluminium 6061 vs 6063 vs 7075 Guide | Rubinox,46,"Aluminium 6061, 6063 and 7075: Buyer Comparison Guide",1,"Compare aluminium 6061, 6063 and 7075 for automotive, fabrication, aerospace or precision and structural RFQs with buyer checklist guidance.",140,https://rubinoxmetal.com/blog/aluminium-6061-6063-7075-guide.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/copper-brass-phosphor-bronze-guide.html,blog/copper-brass-phosphor-bronze-guide.html,Copper Brass Phosphor Bronze Guide | Rubinox,44,"Copper, Brass and Phosphor Bronze: Industrial Buyer Guide",1,"Compare copper, brass and phosphor bronze for electrical, machining, wear, spring, connector, marine and engineering RFQs.",122,https://rubinoxmetal.com/blog/copper-brass-phosphor-bronze-guide.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/high-speed-steel-sourcing-guide.html,blog/high-speed-steel-sourcing-guide.html,High Speed Steel Sourcing Guide | Rubinox,41,High Speed Steel Sourcing Guide for Tooling and Machining Buyers,1,"High speed steel sourcing guide for HSS M2, M35, M42, tool steel, cutting tools, punches, dies and RFQ preparation.",115,https://rubinoxmetal.com/blog/high-speed-steel-sourcing-guide.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/export-metal-rfq-from-india.html,blog/export-metal-rfq-from-india.html,Export Metal RFQ from India Guide | Rubinox,43,Export Metal RFQ from India: What Overseas Buyers Should Share,1,"Export metal RFQ guide for overseas buyers covering packing, MTC, destination country, port, documentation assistance and procurement enquiry details.",150,https://rubinoxmetal.com/blog/export-metal-rfq-from-india.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/mission-vision.html,mission-vision.html,Mission & Vision | Rubinox Metal and Alloys,43,Mission & Vision,1,"Read the mission, vision and values of Rubinox Metal and Alloys, a Mumbai-based stockist, supplier, importer, exporter and project supplier of stainless steel, alloys and industrial metals.",189,https://rubinoxmetal.com/mission-vision.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,description_length_review,none
/registrations-compliance.html,registrations-compliance.html,Registrations & Compliance | Rubinox Metal and Alloys,53,Registrations & Compliance,1,"Rubinox Metal and Alloys can share relevant business registration and compliance details such as GST, IEC and MSME/Udyam information where required for buyer onboarding, vendor registration and export RFQs.",206,https://rubinoxmetal.com/registrations-compliance.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,description_length_review,none
/product-portfolio.html,product-portfolio.html,"Product Portfolio | Industrial Metals, Grades and Forms | Rubinox",65,Product Portfolio,1,"Explore the Rubinox Metal and Alloys product portfolio covering stainless steel, duplex, nickel alloys, titanium, SMO 254, aluminium, copper, brass, carbon steel, mild steel, high speed steel, grades and product forms.",218,https://rubinoxmetal.com/product-portfolio.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,description_length_review,none
/materials.html,materials.html,"Materials We Supply | Stainless Steel, Alloys and Metals | Rubinox",66,Materials We Supply,1,"Browse material families supplied by Rubinox Metal and Alloys, including stainless steel, duplex, nickel alloys, titanium, SMO 254, aluminium, copper, brass, carbon steel, mild steel, phosphor bronze and high speed steel.",221,https://rubinoxmetal.com/materials.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,description_length_review,none
/product-forms.html,product-forms.html,"Product Forms | Pipes, Tubes, Plates and More | Rubinox",55,Product Forms,1,"Browse industrial metal product forms from Rubinox Metal and Alloys, including pipes, tubes, sheets, plates, coils, flanges, fittings, fasteners, bars, rods, angles, channels, flats, circles, wire mesh and perforated sheets.",224,https://rubinoxmetal.com/product-forms.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,description_length_review,none
/grades.html,grades.html,"Material Grades | Stainless, Duplex, Nickel and Titanium | Rubinox",66,Material Grades,1,"Browse material grades available for RFQ review at Rubinox Metal and Alloys, including SS 304, 316L, 904L, Duplex 2205, Super Duplex 2507, Inconel, Monel, Hastelloy, Nickel, Titanium and SMO 254 grades.",202,https://rubinoxmetal.com/grades.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,description_length_review,none
/privacy-policy.html,privacy-policy.html,Privacy Policy | Rubinox Metal and Alloys,41,Privacy Policy,1,"Read the Privacy Policy for Rubinox Metal and Alloys, covering enquiry data, RFQ communication, website analytics, cookies, third-party links and contact information.",166,https://rubinoxmetal.com/privacy-policy.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/terms-and-conditions.html,terms-and-conditions.html,Terms & Conditions | Rubinox Metal and Alloys,45,Terms & Conditions,1,"Read the Terms & Conditions for using the Rubinox Metal and Alloys website, including RFQ communication, technical content, quotation limitations, external links and buyer responsibility.",187,https://rubinoxmetal.com/terms-and-conditions.html,1,"index,follow",WebPage|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,description_length_review,none
/blog/stainless-steel-304l-vs-316l.html,blog/stainless-steel-304l-vs-316l.html,Stainless Steel 304L vs 316L: Buyer Comparison Guide | Rubinox,62,Stainless Steel 304L vs 316L: Buyer Comparison Guide,1,"Compare SS 304L and SS 316L for welded fabrication, pharma, food, process equipment and RFQ preparation.",104,https://rubinoxmetal.com/blog/stainless-steel-304l-vs-316l.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/stainless-steel-310-vs-321-vs-347.html,blog/stainless-steel-310-vs-321-vs-347.html,SS 310 vs 321 vs 347 Guide | Rubinox,36,Stainless Steel 310 vs 321 vs 347: High Temperature Grade Guide,1,"Review SS 310, SS 321 and SS 347 for high-temperature stainless steel RFQs, fabrication and buyer specification checks.",119,https://rubinoxmetal.com/blog/stainless-steel-310-vs-321-vs-347.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/duplex-stainless-steel-for-chemical-processing.html,blog/duplex-stainless-steel-for-chemical-processing.html,Duplex Stainless Steel for Chemical Processing RFQs | Rubinox,61,Duplex Stainless Steel for Chemical Processing RFQs,1,"Buyer guide for reviewing Duplex 2205, Super Duplex 2507 and related grades for chemical processing RFQs.",105,https://rubinoxmetal.com/blog/duplex-stainless-steel-for-chemical-processing.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/super-duplex-for-seawater-desalination.html,blog/super-duplex-for-seawater-desalination.html,Super Duplex for Seawater and Desalination Projects | Rubinox,61,Super Duplex for Seawater and Desalination Projects,1,"Review Super Duplex, Duplex, SMO 254 and nickel alloy considerations for seawater and desalination project RFQs.",112,https://rubinoxmetal.com/blog/super-duplex-for-seawater-desalination.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/nickel-alloy-625-vs-718.html,blog/nickel-alloy-625-vs-718.html,Inconel 625 vs Inconel 718: Nickel Alloy Buyer Guide | Rubinox,62,Inconel 625 vs Inconel 718: Nickel Alloy Buyer Guide,1,"Compare Inconel 625 and Inconel 718 for corrosion, strength, heat, aerospace, marine and chemical RFQ review.",109,https://rubinoxmetal.com/blog/nickel-alloy-625-vs-718.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/monel-400-vs-k500.html,blog/monel-400-vs-k500.html,Monel 400 vs Monel K-500: Buyer Comparison Guide | Rubinox,58,Monel 400 vs Monel K-500: Buyer Comparison Guide,1,"Compare Monel 400 and Monel K-500 for marine, chemical, fastener, pump and engineered component RFQs.",101,https://rubinoxmetal.com/blog/monel-400-vs-k500.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/hastelloy-c276-vs-c22.html,blog/hastelloy-c276-vs-c22.html,Hastelloy C276 vs C22: Corrosion Alloy Buyer Guide | Rubinox,60,Hastelloy C276 vs C22: Corrosion Alloy Buyer Guide,1,"Review Hastelloy C276 and C22 for chemical processing, corrosion-resistant equipment and RFQ preparation.",105,https://rubinoxmetal.com/blog/hastelloy-c276-vs-c22.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/titanium-vs-stainless-steel.html,blog/titanium-vs-stainless-steel.html,Titanium vs Stainless Steel: Buyer Selection Guide | Rubinox,60,Titanium vs Stainless Steel: Buyer Selection Guide,1,"Compare titanium and stainless steel for corrosion, weight, strength, chemical, marine and precision component RFQs.",116,https://rubinoxmetal.com/blog/titanium-vs-stainless-steel.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/aluminium-vs-stainless-steel.html,blog/aluminium-vs-stainless-steel.html,Aluminium vs Stainless Steel: Procurement Comparison Guide | Rubinox,68,Aluminium vs Stainless Steel: Procurement Comparison Guide,1,"Compare aluminium and stainless steel for weight, corrosion, fabrication, machining and industrial RFQ preparation.",115,https://rubinoxmetal.com/blog/aluminium-vs-stainless-steel.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/carbon-steel-vs-mild-steel.html,blog/carbon-steel-vs-mild-steel.html,Carbon Steel vs Mild Steel: Industrial Buyer Guide | Rubinox,60,Carbon Steel vs Mild Steel: Industrial Buyer Guide,1,"Compare carbon steel and mild steel for plates, bars, structural work, fabrication and project RFQs.",100,https://rubinoxmetal.com/blog/carbon-steel-vs-mild-steel.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/mild-steel-is-2062-vs-astm-a36.html,blog/mild-steel-is-2062-vs-astm-a36.html,IS 2062 vs ASTM A36: Mild Steel Buyer Comparison | Rubinox,58,IS 2062 vs ASTM A36: Mild Steel Buyer Comparison,1,"Compare IS 2062 and ASTM A36 for mild steel structural, fabrication and project supply RFQs.",92,https://rubinoxmetal.com/blog/mild-steel-is-2062-vs-astm-a36.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/copper-c101-vs-c110-vs-c122.html,blog/copper-c101-vs-c110-vs-c122.html,Copper C101 vs C110 vs C122: Buyer Comparison Guide | Rubinox,61,Copper C101 vs C110 vs C122: Buyer Comparison Guide,1,"Compare copper C101, C110 and C122 for electrical, heat exchanger, fabrication and industrial RFQs.",99,https://rubinoxmetal.com/blog/copper-c101-vs-c110-vs-c122.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/brass-c260-vs-c360.html,blog/brass-c260-vs-c360.html,Brass C260 vs C360: Buyer Comparison Guide | Rubinox,52,Brass C260 vs C360: Buyer Comparison Guide,1,"Compare Brass C260 and C360 for sheet, plate, bar, machining, fabrication and industrial RFQs.",94,https://rubinoxmetal.com/blog/brass-c260-vs-c360.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/phosphor-bronze-c510-vs-c521.html,blog/phosphor-bronze-c510-vs-c521.html,Phosphor Bronze C510 vs C521: Buyer Comparison Guide | Rubinox,62,Phosphor Bronze C510 vs C521: Buyer Comparison Guide,1,"Compare Phosphor Bronze C510 and C521 for spring, connector, wear, electrical and engineering RFQs.",99,https://rubinoxmetal.com/blog/phosphor-bronze-c510-vs-c521.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/blog/industrial-metal-product-forms-guide.html,blog/industrial-metal-product-forms-guide.html,Industrial Metal Product Forms Guide for RFQ Buyers | Rubinox,61,Industrial Metal Product Forms Guide for RFQ Buyers,1,"Guide to pipes, tubes, sheets, plates, coils, bars, rods, flanges, fittings, fasteners, channels and perforated sheets for RFQs.",128,https://rubinoxmetal.com/blog/industrial-metal-product-forms-guide.html,1,"index,follow",BlogPosting|Organization|WebPage|ImageObject|BreadcrumbList|ListItem|FAQPage|Question|Answer,pass,,none
/materials/copper-nickel-90-10-c70600-supplier-india.html,materials/copper-nickel-90-10-c70600-supplier-india.html,Copper Nickel 90/10 C70600 Supplier India | Cu-Ni RFQs,54,Copper Nickel 90/10 C70600 Supplier in India,1,"Copper Nickel 90/10 C70600 supplier in India for pipes, tubes, sheets, plates, flanges and fittings RFQs with documentation support.",132,https://rubinoxmetal.com/materials/copper-nickel-90-10-c70600-supplier-india.html,1,"index,follow",WebPage|WebSite|Thing|Organization|BreadcrumbList|ListItem|FAQPage|Question|Answer|Product|PropertyValue,pass,,none
/materials/copper-nickel-70-30-c71500-supplier-india.html,materials/copper-nickel-70-30-c71500-supplier-india.html,Copper Nickel 70/30 C71500 Supplier India | Cu-Ni RFQs,54,Copper Nickel 70/30 C71500 Supplier in India,1,"Copper Nickel 70/30 C71500 supplier in India for marine, condenser, seawater piping and heat exchanger RFQs with documentation support.",135,https://rubinoxmetal.com/materials/copper-nickel-70-30-c71500-supplier-india.html,1,"index,follow",WebPage|WebSite|Thing|Organization|BreadcrumbList|ListItem|FAQPage|Question|Answer|Product|PropertyValue,pass,,none
/materials/alloy-20-uns-n08020-supplier-india.html,materials/alloy-20-uns-n08020-supplier-india.html,Alloy 20 UNS N08020 Supplier India | Carpenter 20 RFQs,54,Alloy 20 UNS N08020 Supplier in India,1,"Alloy 20 UNS N08020 supplier in India for pipes, tubes, sheets, plates, bars, flanges and fittings RFQs with documentation support.",131,https://rubinoxmetal.com/materials/alloy-20-uns-n08020-supplier-india.html,1,"index,follow",WebPage|WebSite|Thing|Organization|BreadcrumbList|ListItem|FAQPage|Question|Answer|Product|PropertyValue,pass,,none
/materials/inconel-601-supplier-india.html,materials/inconel-601-supplier-india.html,Inconel 601 Supplier India | Nickel Alloy 601 RFQs,50,Inconel 601 Supplier in India,1,"Inconel 601 supplier in India for nickel alloy pipes, tubes, sheets, plates, bars, flanges, fittings and high-temperature RFQs.",127,https://rubinoxmetal.com/materials/inconel-601-supplier-india.html,1,"index,follow",WebPage|WebSite|Thing|Organization|BreadcrumbList|ListItem|FAQPage|Question|Answer|Product|PropertyValue,pass,,none
/materials/incoloy-800h-supplier-india.html,materials/incoloy-800h-supplier-india.html,Incoloy 800H Supplier India | Alloy 800H RFQs,45,Incoloy 800H Supplier in India,1,"Incoloy 800H supplier in India for nickel alloy pipes, tubes, sheets, plates, bars, flanges and fittings RFQs with documentation support.",137,https://rubinoxmetal.com/materials/incoloy-800h-supplier-india.html,1,"index,follow",WebPage|WebSite|Thing|Organization|BreadcrumbList|ListItem|FAQPage|Question|Answer|Product|PropertyValue,pass,,none
/materials/astm-a335-p11-pipe-supplier-india.html,materials/astm-a335-p11-pipe-supplier-india.html,ASTM A335 P11 Pipe Supplier India | ASME SA335 P11 RFQs,55,ASTM A335 P11 Pipe Supplier in India,1,"ASTM A335 P11 pipe supplier in India for alloy steel seamless pipe RFQs with size, schedule, MTC and inspection requirements reviewed.",134,https://rubinoxmetal.com/materials/astm-a335-p11-pipe-supplier-india.html,1,"index,follow",WebPage|WebSite|Thing|Organization|BreadcrumbList|ListItem|FAQPage|Question|Answer|Product|PropertyValue,pass,,none
/materials/astm-a335-p22-pipe-supplier-india.html,materials/astm-a335-p22-pipe-supplier-india.html,ASTM A335 P22 Pipe Supplier India | ASME SA335 P22 RFQs,55,ASTM A335 P22 Pipe Supplier in India,1,"ASTM A335 P22 pipe supplier in India for alloy steel seamless pipe RFQs with size, schedule, MTC and inspection requirements reviewed.",134,https://rubinoxmetal.com/materials/astm-a335-p22-pipe-supplier-india.html,1,"index,follow",WebPage|WebSite|Thing|Organization|BreadcrumbList|ListItem|FAQPage|Question|Answer|Product|PropertyValue,pass,,none
/materials/astm-a335-p91-pipe-supplier-india.html,materials/astm-a335-p91-pipe-supplier-india.html,ASTM A335 P91 Pipe Supplier India | ASME SA335 P91 RFQs,55,ASTM A335 P91 Pipe Supplier in India,1,"ASTM A335 P91 pipe supplier in India for alloy steel seamless pipe RFQs with size, schedule, MTC and inspection requirements reviewed.",134,https://rubinoxmetal.com/materials/astm-a335-p91-pipe-supplier-india.html,1,"index,follow",WebPage|WebSite|Thing|Organization|BreadcrumbList|ListItem|FAQPage|Question|Answer|Product|PropertyValue,pass,,none
/materials/api-5l-grade-b-pipe-supplier-india.html,materials/api-5l-grade-b-pipe-supplier-india.html,API 5L Grade B Pipe Supplier India | Line Pipe RFQs,51,API 5L Grade B Pipe Supplier in India,1,"API 5L Grade B pipe supplier in India for line pipe RFQs with PSL, size, wall thickness, coating, MTC and inspection requirements reviewed.",139,https://rubinoxmetal.com/materials/api-5l-grade-b-pipe-supplier-india.html,1,"index,follow",WebPage|WebSite|Thing|Organization|BreadcrumbList|ListItem|FAQPage|Question|Answer|Product|PropertyValue,pass,,none
/materials/api-5l-x52-pipe-supplier-india.html,materials/api-5l-x52-pipe-supplier-india.html,API 5L X52 Pipe Supplier India | Line Pipe RFQs,47,API 5L X52 Pipe Supplier in India,1,"API 5L X52 pipe supplier in India for line pipe RFQs with PSL, size, wall thickness, coating, MTC and inspection requirements reviewed.",135,https://rubinoxmetal.com/materials/api-5l-x52-pipe-supplier-india.html,1,"index,follow",WebPage|WebSite|Thing|Organization|BreadcrumbList|ListItem|FAQPage|Question|Answer|Product|PropertyValue,pass,,none
/materials/api-5l-x65-pipe-supplier-india.html,materials/api-5l-x65-pipe-supplier-india.html,API 5L X65 Pipe Supplier India | Line Pipe RFQs,47,API 5L X65 Pipe Supplier in India,1,"API 5L X65 pipe supplier in India for line pipe RFQs with PSL, size, wall thickness, coating, MTC and inspection requirements reviewed.",135,https://rubinoxmetal.com/materials/api-5l-x65-pipe-supplier-india.html,1,"index,follow",WebPage|WebSite|Thing|Organization|BreadcrumbList|ListItem|FAQPage|Question|Answer|Product|PropertyValue,pass,,none
/materials/is-2062-steel-supplier-india.html,materials/is-2062-steel-supplier-india.html,IS 2062 Steel Supplier India | Structural Steel RFQs,52,IS 2062 Steel Supplier in India,1,"IS 2062 steel supplier in India for plates, sheets, angles, channels, flats, bars and structural fabrication RFQs with documentation support.",141,https://rubinoxmetal.com/materials/is-2062-steel-supplier-india.html,1,"index,follow",WebPage|WebSite|Thing|Organization|BreadcrumbList|ListItem|FAQPage|Question|Answer|Product|PropertyValue,pass,,none
