url,page_family,title,h1,meta_description,status,primary_keyword,secondary_keywords,schema_types,faq_present,breadcrumb_present,rfq_cta_present,internal_link_notes,image_status,design_score,seo_score,aeo_score,eeat_score,conversion_score,priority,recommended_action,notes
https://rubinoxmetal.com/materials/copper-c122-supplier-india.html,Grade / specification pages,Copper C122 Supplier in India | DHP Copper,Copper C122 Supplier in India,"Copper C122 supplier in India for DHP copper tubes, pipes, sheets, coils and heat exchanger or plumbing RFQs.",needs detailed scoring,Copper C122 Supplier in India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/copper-c145-supplier-india.html,Grade / specification pages,Copper C145 Supplier in India | Tellurium Copper,Copper C145 Supplier in India,"Copper C145 supplier in India for tellurium copper rods, bars, plates and machined electrical component RFQs.",needs detailed scoring,Copper C145 Supplier in India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/copper-c172-supplier-india.html,Grade / specification pages,Copper C172 Supplier in India | Beryllium Copper,Copper C172 Supplier in India,"Copper C172 supplier in India for beryllium copper rods, bars, strips, sheets and high-strength spring or contact RFQs.",needs detailed scoring,Copper C172 Supplier in India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/brass.html,Material family pages,"Brass Supplier in India | C260, C360 & C464 | Rubinox","Brass C260, C360 & C464 Supplier in India","Brass supplier for C260, C360 and C464 rods, sheets, plates, pipes, tubes and fittings with PAN India delivery and export support.",Batch 9 polished,Brass Supplier in India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Batch 9 polished,"Batch 9 added material family RFQ pathways, grade/spec/product/resource links and documentation routing; SEO URL, canonical, H1, title/meta, schema meaning and sitemap URL preserved."
https://rubinoxmetal.com/materials/brass-c260-supplier-india.html,Grade / specification pages,Brass C260 Supplier in India | Cartridge Brass,Brass C260 Supplier in India,"Brass C260 supplier in India for cartridge brass sheets, strips, plates, coils and formed component RFQs.",needs detailed scoring,Brass C260 Supplier in India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/brass-c360-supplier-india.html,Grade / specification pages,Brass C360 Supplier in India | Free Cutting Brass,Brass C360 Supplier in India,"Brass C360 supplier in India for free cutting brass rods, bars, hex bars, flats and precision machined component RFQs.",needs detailed scoring,Brass C360 Supplier in India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/brass-c464-supplier-india.html,Grade / specification pages,Brass C464 Supplier in India | Naval Brass,Brass C464 Supplier in India,"Brass C464 supplier in India for naval brass rods, bars, plates, sheets, tubes and marine hardware RFQs.",needs detailed scoring,Brass C464 Supplier in India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/brass-c280-supplier-india.html,Grade / specification pages,Brass C280 Supplier in India | Muntz Brass,Brass C280 Supplier in India,"Brass C280 supplier in India for Muntz brass sheets, plates, rods and fabrication component RFQs.",needs detailed scoring,Brass C280 Supplier in India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/brass-c385-supplier-india.html,Grade / specification pages,Brass C385 Supplier in India | Architectural Brass,Brass C385 Supplier in India,"Brass C385 supplier in India for architectural brass rods, bars, profiles, shapes and machined hardware RFQs.",needs detailed scoring,Brass C385 Supplier in India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/carbon-steel.html,Material family pages,"Carbon Steel Supplier India | Plates, Pipes & Bars","Carbon Steel A36, 1018, 1045 & A516 Gr 70 Supplier in India","Carbon steel supplier for A36, 1018, 1045 and A516 Grade 70 plates, pipes, sheets and bars with PAN India project supply.",Batch 9 polished,Carbon Steel Supplier India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Batch 9 polished,"Batch 9 added material family RFQ pathways, grade/spec/product/resource links and documentation routing; SEO URL, canonical, H1, title/meta, schema meaning and sitemap URL preserved."
https://rubinoxmetal.com/materials/carbon-steel-a36-supplier-india.html,Grade / specification pages,ASTM A36 Carbon Steel Supplier India | Plates & Structural Steel,ASTM A36 Carbon Steel Supplier in India,"ASTM A36 carbon steel supplier in India for plates, sheets, angles, channels, flats and structural fabrication RFQs with documentation support.",needs detailed scoring,ASTM A36 Carbon Steel Supplier India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/carbon-steel-1018-supplier-india.html,Grade / specification pages,"Carbon Steel 1018 Supplier India | Bars, Rods & Machining Steel",Carbon Steel 1018 Supplier in India,"Carbon Steel 1018 supplier in India for bars, rods, flats, squares and machining requirements with RFQ support for size, tolerance and documentation.",needs detailed scoring,Carbon Steel 1018 Supplier India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/carbon-steel-1045-supplier-india.html,Grade / specification pages,"Carbon Steel 1045 Supplier India | Shafts, Bars & Rods",Carbon Steel 1045 Supplier in India,"Carbon Steel 1045 supplier in India for round bars, rods, shafts, flats and higher-strength machining components with RFQ and documentation support.",needs detailed scoring,Carbon Steel 1045 Supplier India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/carbon-steel-a516-grade-70-supplier-india.html,Grade / specification pages,ASTM A516 Grade 70 Supplier India | Carbon Steel Pressure Vessel Plate,ASTM A516 Grade 70 Supplier in India,"ASTM A516 Grade 70 carbon steel plate supplier in India for pressure vessel, boiler and tank fabrication RFQs with documentation and inspection support where applicable.",polished in Batch 10B,ASTM A516 Grade 70 Supplier India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,8.5,8.2,8.1,7.8,8.4,P2,Monitor Batch 10B polished grade/spec pages; defer remaining grade/spec rollout to Batch 10C.,"Batch 10B grade/spec rollout applied; URL, H1 intent, title/meta/canonical targets, schema meaning and sitemap URL preserved. Visual gate passed at 1366 and 390, with representative 1280/768/360 checks."
https://rubinoxmetal.com/materials/mild-steel.html,Material family pages,"Mild Steel Supplier India | Plates, Pipes & Bars","Mild Steel A36, A500, 1018, 1020, S235 & S355 Supplier in India","Mild steel supplier for A36, A500, 1018, 1020, S235 and S355 plates, pipes, sheets, bars and structural products across India.",Batch 9 polished,Mild Steel Supplier India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Batch 9 polished,"Batch 9 added material family RFQ pathways, grade/spec/product/resource links and documentation routing; SEO URL, canonical, H1, title/meta, schema meaning and sitemap URL preserved."
https://rubinoxmetal.com/materials/nickel-alloys.html,Material family pages,"Nickel Alloy Supplier in India | Inconel, Monel & Hastelloy",Nickel Alloys Supplier in India,"Nickel alloy supplier for Inconel, Monel, Hastelloy, Incoloy and Nickel 200/201 pipes, plates, bars, flanges and fittings across India.",Batch 9 polished,Nickel Alloy Supplier in India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Batch 9 polished,"Batch 9 added material family RFQ pathways, grade/spec/product/resource links and documentation routing; SEO URL, canonical, H1, title/meta, schema meaning and sitemap URL preserved."
https://rubinoxmetal.com/materials/inconel-600-supplier-india.html,Grade / specification pages,Inconel 600 Supplier in India | Rubinox,Inconel 600 Supplier in India,"Rubinox supplies Inconel 600 and Alloy 600 pipes, tubes, sheets, plates, coils across India, with export support, MTC documentation and fast quotations.",polished in Batch 10B,Inconel 600 Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,8.5,8.2,8.1,7.8,8.4,P2,Monitor Batch 10B polished grade/spec pages; defer remaining grade/spec rollout to Batch 10C.,"Batch 10B grade/spec rollout applied; URL, H1 intent, title/meta/canonical targets, schema meaning and sitemap URL preserved. Visual gate passed at 1366 and 390, with representative 1280/768/360 checks."
https://rubinoxmetal.com/materials/inconel-625-supplier-india.html,Grade / specification pages,Inconel 625 Supplier in India | Rubinox,Inconel 625 Supplier in India,"Rubinox supplies Inconel 625 and Alloy 625 pipes, tubes, sheets, plates, coils across India, with export support, MTC documentation and fast quotations.",representative scored,Inconel 625 Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,7.3,8.7,8.2,7.2,7.9,P1,Five-page grade/spec pilot,Representative scoring based on latest site-wide design analysis.
https://rubinoxmetal.com/materials/inconel-718-supplier-india.html,Grade / specification pages,Inconel 718 Supplier in India | Rubinox,Inconel 718 Supplier in India,"Rubinox supplies Inconel 718 and Alloy 718 round bars, rods, plates, sheets, pipes across India, with export support, MTC documentation and fast quotations.",polished in Batch 10B,Inconel 718 Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,8.5,8.2,8.1,7.8,8.4,P2,Monitor Batch 10B polished grade/spec pages; defer remaining grade/spec rollout to Batch 10C.,"Batch 10B grade/spec rollout applied; URL, H1 intent, title/meta/canonical targets, schema meaning and sitemap URL preserved. Visual gate passed at 1366 and 390, with representative 1280/768/360 checks."
https://rubinoxmetal.com/materials/monel-400-supplier-india.html,Grade / specification pages,"Monel 400 Supplier in India | Alloy 400 Pipes, Plates, Bars",Monel 400 Supplier in India,"Rubinox supplies Monel 400 and Alloy 400 pipes, tubes, sheets, plates, coils across India, with export support, MTC documentation and fast quotations.",needs detailed scoring,Monel 400 Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/monel-k-500-supplier-india.html,Grade / specification pages,Monel K-500 Supplier in India | Rubinox,Monel K-500 Supplier in India,"Rubinox supplies Monel K-500 and Alloy K-500 round bars, rods, sheets, plates, pipes across India, with export support, MTC documentation and fast quotations.",polished in Batch 10B,Monel K-500 Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,8.5,8.2,8.1,7.8,8.4,P2,Monitor Batch 10B polished grade/spec pages; defer remaining grade/spec rollout to Batch 10C.,"Batch 10B grade/spec rollout applied; URL, H1 intent, title/meta/canonical targets, schema meaning and sitemap URL preserved. Visual gate passed at 1366 and 390, with representative 1280/768/360 checks."
https://rubinoxmetal.com/materials/hastelloy-b-2-supplier-india.html,Grade / specification pages,Hastelloy B-2 Supplier in India | Rubinox,Hastelloy B-2 Supplier in India,"Rubinox supplies Hastelloy B-2 and Alloy B2 pipes, tubes, sheets, plates, round bars across India, with export support, MTC documentation and fast quotations.",needs detailed scoring,Hastelloy B-2 Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/hastelloy-b-3-supplier-india.html,Grade / specification pages,Hastelloy B-3 Supplier in India | Rubinox,Hastelloy B-3 Supplier in India,"Rubinox supplies Hastelloy B-3 and Alloy B3 pipes, tubes, sheets, plates, bars across India, with export support, MTC documentation and fast quotations.",needs detailed scoring,Hastelloy B-3 Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/hastelloy-c-4-supplier-india.html,Grade / specification pages,Hastelloy C-4 Supplier in India | Rubinox,Hastelloy C-4 Supplier in India,"Rubinox supplies Hastelloy C-4 and Alloy C4 pipes, tubes, sheets, plates, bars across India, with export support, MTC documentation and fast quotations.",needs detailed scoring,Hastelloy C-4 Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/hastelloy-c-22-supplier-india.html,Grade / specification pages,Hastelloy C-22 Supplier in India | Rubinox,Hastelloy C-22 Supplier in India,"Rubinox supplies Hastelloy C-22 and Alloy C22 pipes, tubes, sheets, plates, round bars across India, with export support, MTC documentation and fast quotations.",polished in Batch 10B,Hastelloy C-22 Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,8.5,8.2,8.1,7.8,8.4,P2,Monitor Batch 10B polished grade/spec pages; defer remaining grade/spec rollout to Batch 10C.,"Batch 10B grade/spec rollout applied; URL, H1 intent, title/meta/canonical targets, schema meaning and sitemap URL preserved. Visual gate passed at 1366 and 390, with representative 1280/768/360 checks."
https://rubinoxmetal.com/materials/hastelloy-c-276-supplier-india.html,Grade / specification pages,Hastelloy C-276 Supplier in India | Rubinox,Hastelloy C-276 Supplier in India,"Rubinox supplies Hastelloy C-276 and Alloy C276 pipes, tubes, sheets, plates across India, with export support, MTC documentation and fast quotations.",needs detailed scoring,Hastelloy C-276 Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/hastelloy-x-supplier-india.html,Grade / specification pages,Hastelloy X Supplier in India | Rubinox,Hastelloy X Supplier in India,"Rubinox supplies Hastelloy X and Alloy X sheets, plates, tubes, pipes, bars, rings across India, with export support, MTC documentation and fast quotations.",needs detailed scoring,Hastelloy X Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/incoloy-800-supplier-india.html,Grade / specification pages,Incoloy 800 Supplier in India | Rubinox,Incoloy 800 Supplier in India,"Rubinox supplies Incoloy 800 and Alloy 800 pipes, tubes, heat exchanger tubes, sheets across India, with export support, MTC documentation and fast quotations.",needs detailed scoring,Incoloy 800 Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/incoloy-825-supplier-india.html,Grade / specification pages,Incoloy 825 Supplier in India | Rubinox,Incoloy 825 Supplier in India,"Rubinox supplies Incoloy 825 and Alloy 825 pipes, tubes, sheets, plates, round bars across India, with export support, MTC documentation and fast quotations.",polished in Batch 10B,Incoloy 825 Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,8.5,8.2,8.1,7.8,8.4,P2,Monitor Batch 10B polished grade/spec pages; defer remaining grade/spec rollout to Batch 10C.,"Batch 10B grade/spec rollout applied; URL, H1 intent, title/meta/canonical targets, schema meaning and sitemap URL preserved. Visual gate passed at 1366 and 390, with representative 1280/768/360 checks."
https://rubinoxmetal.com/materials/nickel-200-supplier-india.html,Grade / specification pages,Nickel 200 Supplier in India | Rubinox,Nickel 200 Supplier in India,"Rubinox supplies Nickel 200 commercially pure nickel pipes, tubes, sheets, plates across India, with export support, MTC documentation and fast quotations.",polished in Batch 10B,Nickel 200 Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,8.5,8.2,8.1,7.8,8.4,P2,Monitor Batch 10B polished grade/spec pages; defer remaining grade/spec rollout to Batch 10C.,"Batch 10B grade/spec rollout applied; URL, H1 intent, title/meta/canonical targets, schema meaning and sitemap URL preserved. Visual gate passed at 1366 and 390, with representative 1280/768/360 checks."
https://rubinoxmetal.com/materials/nickel-201-supplier-india.html,Grade / specification pages,Nickel 201 Supplier in India | Rubinox,Nickel 201 Supplier in India,"Rubinox supplies Nickel 201 low carbon commercially pure nickel pipes, tubes, sheets across India, with export support, MTC documentation and fast quotations.",polished in Batch 10B,Nickel 201 Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,8.5,8.2,8.1,7.8,8.4,P2,Monitor Batch 10B polished grade/spec pages; defer remaining grade/spec rollout to Batch 10C.,"Batch 10B grade/spec rollout applied; URL, H1 intent, title/meta/canonical targets, schema meaning and sitemap URL preserved. Visual gate passed at 1366 and 390, with representative 1280/768/360 checks."
https://rubinoxmetal.com/materials/duplex-super-duplex.html,Material family pages,Duplex & Super Duplex Steel Supplier in India | Rubinox,Duplex 2205 & Super Duplex 2507 Supplier in India,"Duplex 2205 and Super Duplex 2507 supplier for pipes, plates, sheets, bars, flanges and fittings with PAN India project delivery.",Batch 9 polished,Duplex & Super Duplex Steel Supplier in India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Batch 9 polished,"Batch 9 added material family RFQ pathways, grade/spec/product/resource links and documentation routing; SEO URL, canonical, H1, title/meta, schema meaning and sitemap URL preserved."
https://rubinoxmetal.com/materials/smo-254.html,Material family pages,SMO 254 Supplier in India | UNS S31254 / 6Mo | Rubinox,SMO 254 (UNS S31254 / 6Mo) Supplier in India,"SMO 254 and UNS S31254 supplier for pipes, plates, sheets, bars, flanges and fittings for chloride and seawater service.",Batch 9 polished,SMO 254 Supplier in India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Batch 9 polished,"Batch 9 added material family RFQ pathways, grade/spec/product/resource links and documentation routing; SEO URL, canonical, H1, title/meta, schema meaning and sitemap URL preserved."
https://rubinoxmetal.com/materials/titanium.html,Material family pages,"Titanium Supplier India | Grades 1, 2, 5 & 23 | Rubinox","Titanium Grade 1, 2 & Grade 5 Supplier in India","Titanium supplier for Grades 1, 2, 5 and 23 sheets, plates, pipes, tubes and bars with PAN India delivery and export support.",Batch 9 polished,Titanium Supplier India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Batch 9 polished,"Batch 9 added material family RFQ pathways, grade/spec/product/resource links and documentation routing; SEO URL, canonical, H1, title/meta, schema meaning and sitemap URL preserved."
https://rubinoxmetal.com/materials/titanium-grade-1-supplier-india.html,Grade / specification pages,Titanium Grade 1 Supplier in India | Rubinox,Titanium Grade 1 Supplier in India,"Rubinox supplies Titanium Grade 1 sheets, plates, strips, tubes, pipes, bars, rods across India, with export support, MTC documentation and fast quotations.",polished in Batch 10B,Titanium Grade 1 Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,8.5,8.2,8.1,7.8,8.4,P2,Monitor Batch 10B polished grade/spec pages; defer remaining grade/spec rollout to Batch 10C.,"Batch 10B grade/spec rollout applied; URL, H1 intent, title/meta/canonical targets, schema meaning and sitemap URL preserved. Visual gate passed at 1366 and 390, with representative 1280/768/360 checks."
https://rubinoxmetal.com/materials/titanium-grade-2-supplier-india.html,Grade / specification pages,Titanium Grade 2 Supplier in India | Rubinox,Titanium Grade 2 Supplier in India,"Rubinox supplies Titanium Grade 2 pipes, tubes, sheets, plates, round bars, rods across India, with export support, MTC documentation and fast quotations.",polished in Batch 10B,Titanium Grade 2 Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,8.5,8.2,8.1,7.8,8.4,P2,Monitor Batch 10B polished grade/spec pages; defer remaining grade/spec rollout to Batch 10C.,"Batch 10B grade/spec rollout applied; URL, H1 intent, title/meta/canonical targets, schema meaning and sitemap URL preserved. Visual gate passed at 1366 and 390, with representative 1280/768/360 checks."
https://rubinoxmetal.com/materials/titanium-grade-5-supplier-india.html,Grade / specification pages,Titanium Grade 5 Supplier in India | Rubinox,Titanium Grade 5 Supplier in India,"Rubinox supplies Titanium Grade 5 Ti-6Al-4V round bars, rods, sheets, plates, tubes across India, with export support, MTC documentation and fast quotations.",needs detailed scoring,Titanium Grade 5 Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/titanium-grade-23-supplier-india.html,Grade / specification pages,Titanium Grade 23 Supplier in India | Rubinox,Titanium Grade 23 Supplier in India,"Rubinox supplies Titanium Grade 23 Ti-6Al-4V ELI bars, rods, sheets, plates, tubes across India, with export support, MTC documentation and fast quotations.",polished in Batch 10B,Titanium Grade 23 Supplier in India,,BreadcrumbList; ListItem; Organization; Product; PropertyValue; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,8.5,8.2,8.1,7.8,8.4,P2,Monitor Batch 10B polished grade/spec pages; defer remaining grade/spec rollout to Batch 10C.,"Batch 10B grade/spec rollout applied; URL, H1 intent, title/meta/canonical targets, schema meaning and sitemap URL preserved. Visual gate passed at 1366 and 390, with representative 1280/768/360 checks."
https://rubinoxmetal.com/materials/mild-steel-a500-supplier-india.html,Grade / specification pages,ASTM A500 Mild Steel Supplier India | Structural Hollow Sections,ASTM A500 Mild Steel Supplier in India,"ASTM A500 mild steel supplier in India for structural hollow sections, square tubes, rectangular tubes and round HSS RFQs with documentation support.",needs detailed scoring,ASTM A500 Mild Steel Supplier India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
https://rubinoxmetal.com/materials/mild-steel-a513-supplier-india.html,Grade / specification pages,ASTM A513 Mild Steel Supplier India | Mechanical Tubing,ASTM A513 Mild Steel Supplier in India,"ASTM A513 mild steel supplier in India for mechanical tubing, ERW tube and fabrication tube RFQs with size, tolerance and documentation guidance.",needs detailed scoring,ASTM A513 Mild Steel Supplier India,,Answer; BreadcrumbList; FAQPage; ListItem; Organization; Product; PropertyValue; Question; WebPage,yes,yes,yes,Mapped from sitemap and local HTML; preserve canonical/internal links unless task-specific.,image or visual asset referenced,,,,,,P3,Use pilot before broad template changes,Complete URL/family mapping done; detailed scoring deferred to page-family audit batch.
